Ano,Mês,Vereador,Especificação,Credor,CNPJ,Valor Total,Saldo
2024,7,MICHEL LINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,15574.13
2024,7,MICHEL LINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,13214.13
2024,7,MICHEL LINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,360.0,12854.13
2024,7,MICHEL LINS,Despesas com Comunicação e Divulgação de Mandato,MARKETING ON SOFTWARE E PUB. LTDA,45.565.661/0001-00,6662.5,6191.63
2024,7,MICHEL LINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6190.0,1.63
2024,7,PAULO MARTINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7850.0,19288.13
2024,7,PAULO MARTINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,13868.13
2024,7,PAULO MARTINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11155.13
2024,7,PAULO MARTINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1836.0,9319.13
2024,7,PAULO MARTINS,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,0.0,9319.13
2024,7,PAULO MARTINS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,0.0,9319.13
2024,7,PAULO MARTINS,Despesas com Serviço de Cartas,CORREIOS E TELÉGRAFOS,34.028.316/0010-02,0.0,9319.13
2024,7,PAULO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,9319.13
2024,7,PEDRO MATOS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7800.0,19338.13
2024,7,PEDRO MATOS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,13938.13
2024,7,PEDRO MATOS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,11238.13
2024,7,PEDRO MATOS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11238.13
2024,7,PEDRO MATOS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,0.0,11238.13
2024,7,PEDRO MATOS,Despesas com Comunicação e Divulgação de Mandato,R e K PRODUCÕES E ASSESORIA LTDA,16.880.815/0001-42,0.0,11238.13
2024,7,PEDRO MATOS,Despesas com Consultoria Jurídica,CARVALHO E SANTOS ADV,34.636.322/0001-43,0.0,11238.13
2024,7,PPCELL,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,19268.13
2024,7,PPCELL,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,13841.13
2024,7,PPCELL,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11128.13
2024,7,PPCELL,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,198.0,10930.13
2024,7,PPCELL,Despesas com Serviço Gráfico,GRÁFICA RDS,02.265.186/0001-36,0.0,10930.13
2024,7,PPCELL,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,10930.13
2024,7,PPCELL,,NA,NA,0.0,10930.13
2024,7,PRISCILA COSTA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5190.0,21948.13
2024,7,PRISCILA COSTA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,17228.13
2024,7,PRISCILA COSTA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,14868.13
2024,7,PRISCILA COSTA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,14868.13
2024,7,PRISCILA COSTA,Despesas com Passagem aérea,R MORAES       AGENCIA DE TURISMO,06.955.770/0001-74,0.0,14868.13
2024,7,PRISCILA COSTA,Despesas com Hospedagem,R MORAES       AGENCIA DE TURISMO,06.955.770/0001-74,0.0,14868.13
2024,7,PRISCILA COSTA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,14868.13
2024,7,PROF. ENILSON,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7592.0,19546.13
2024,7,PROF. ENILSON,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14126.13
2024,7,PROF. ENILSON,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,11766.13
2024,7,PROF. ENILSON,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11766.13
2024,7,PROF. ENILSON,Despesas com Serviço Gráfico,GRÁFICA SOLUÇÃO,19.386.760/0001-07,0.0,11766.13
2024,7,PROF. ENILSON,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,11766.13
2024,7,RAIMUNDO FILHO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,19268.13
2024,7,RAIMUNDO FILHO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,13841.13
2024,7,RAIMUNDO FILHO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11128.13
2024,7,RAIMUNDO FILHO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11128.13
2024,7,RAIMUNDO FILHO,Despesas com Serviço Gráfico,GRÁFICA RDS,02.265.186/0001-36,0.0,11128.13
2024,7,RAIMUNDO FILHO,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,11128.13
2024,7,RAIMUNDO FILHO,,NA,NA,0.0,11128.13
2024,7,RONALDO MARTINS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7692.0,19446.13
2024,7,RONALDO MARTINS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14026.13
2024,7,RONALDO MARTINS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11313.13
2024,7,RONALDO MARTINS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1872.0,9441.13
2024,7,RONALDO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,9441.13
2024,7,RONALDO MARTINS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,9441.13
2024,7,RONIVALDO MAIA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6844.0,20294.13
2024,7,RONIVALDO MAIA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,15574.13
2024,7,RONIVALDO MAIA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,12861.13
2024,7,RONIVALDO MAIA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,945.0,11916.13
2024,7,RONIVALDO MAIA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,0.0,11916.13
2024,7,RONIVALDO MAIA,Despesas com Serviço Gráfico,GRÁFICA PRINTCOLOR,02.824.298/0001-80,0.0,11916.13
2024,7,RONIVALDO MAIA,Despesas com Serviço Gráfico,GRÁFICA PRINTCOLOR,02.824.298/0001-80,0.0,11916.13
2024,7,RONIVALDO MAIA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,11916.13
2024,7,TIA FRANCISCA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7090.0,20048.13
2024,7,TIA FRANCISCA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14628.13
2024,7,TIA FRANCISCA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,11928.13
2024,7,TIA FRANCISCA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11928.13
2024,7,TIA FRANCISCA,Despesas com Serviço Gráfico,GRÁFICA SOLUÇÃO,19.386.760/0001-07,0.0,11928.13
2024,7,TIA FRANCISCA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,11928.13
2024,7,WAGNER LOBO ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7800.0,19338.13
2024,7,WAGNER LOBO ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,13918.13
2024,7,WAGNER LOBO ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2700.0,11218.13
2024,7,WAGNER LOBO ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11218.13
2024,7,WAGNER LOBO ( SUPLENTE ),Despesas com  Telefonia Móvel,TIM S.A,02.421421/0001-11,0.0,11218.13
2024,7,WAGNER LOBO ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,11218.13
2024,7,WELLINGTON SÁBOIA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,19268.07
2024,7,WELLINGTON SÁBOIA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.59,13840.48
2024,7,WELLINGTON SÁBOIA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2676.35,11164.13
2024,7,WELLINGTON SÁBOIA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,225.0,10939.13
2024,7,WELLINGTON SÁBOIA,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001/47,0.0,10939.13
2024,7,WELLINGTON SÁBOIA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,0.0,10939.13
2024,7,WELLINGTON SÁBOIA,,NA,NA,0.0,10939.13
2024,8,ADAIL JR,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6844.0,24068.26
2024,8,ADAIL JR,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,19348.26
2024,8,ADAIL JR,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,16988.26
2024,8,ADAIL JR,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,16988.26
2024,8,ADAIL JR,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,7548.26
2024,8,ADRIANA ALMEIDA ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7850.0,19292.13
2024,8,ADRIANA ALMEIDA ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,13872.13
2024,8,ADRIANA ALMEIDA ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,11162.13
2024,8,ADRIANA ALMEIDA ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1242.0,9920.13
2024,8,ADRIANA ALMEIDA ( SUPLENTE ),Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,37.99,9882.14
2024,8,ADRIANA ALMEIDA ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,7238.28,2643.86
2024,8,ADRIANA ALMEIDA ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,1380.0,1263.86
2024,8,ADRIANA NOSSA  CARA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6740.0,24217.12
2024,8,ADRIANA NOSSA  CARA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4700.0,19517.12
2024,8,ADRIANA NOSSA  CARA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2080.0,17437.12
2024,8,ADRIANA NOSSA  CARA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,2268.0,15169.12
2024,8,ADRIANA NOSSA  CARA,Despesas com  Telefonia Móvel,TIM S.A,02.421421/0001-11,62.9,15106.22
2024,8,ADRIANA NOSSA  CARA,Despesas com Consultoria Jurídica,BRUNO DE SOUSA-SOC.IND.ADVOCACIA,47.771.413/0001-33,3849.0,11257.22
2024,8,ADRIANA NOSSA  CARA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,2990.0,8267.22
2024,8,ANA ARACAPÉ,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,19400.57
2024,8,ANA ARACAPÉ,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,13972.94
2024,8,ANA ARACAPÉ,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11259.94
2024,8,ANA ARACAPÉ,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,279.0,10980.94
2024,8,ANA ARACAPÉ,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,3619.14,7361.8
2024,8,ANA ARACAPÉ,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,460.8,6901.0
2024,8,ANA PAULA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5492.0,21646.13
2024,8,ANA PAULA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,16226.13
2024,8,ANA PAULA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2480.0,13746.13
2024,8,ANA PAULA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,13746.13
2024,8,ANA PAULA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,151.94,13594.19
2024,8,ANA PAULA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6817.0,6777.19
2024,8,BRUNO MESQUITA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7844.0,19371.26
2024,8,BRUNO MESQUITA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,13951.26
2024,8,BRUNO MESQUITA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,11241.26
2024,8,BRUNO MESQUITA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11241.26
2024,8,BRUNO MESQUITA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5670.0,5571.26
2024,8,CARLOS MESQUITA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,19308.36
2024,8,CARLOS MESQUITA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.63,13880.73
2024,8,CARLOS MESQUITA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.81,11166.92
2024,8,CARLOS MESQUITA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,639.0,10527.92
2024,8,CARLOS MESQUITA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,113.96,10413.96
2024,8,CARLOS MESQUITA,Despesas com Telefonia Móvel,TIM S.A,02.421.421/0001-11,125.8,10288.16
2024,8,CARLOS MESQUITA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5670.0,4618.16
2024,8,CLAÚDIA GOMES,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5192.0,23909.79
2024,8,CLAÚDIA GOMES,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,19189.79
2024,8,CLAÚDIA GOMES,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,16829.79
2024,8,CLAÚDIA GOMES,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,270.0,16559.79
2024,8,CLAÚDIA GOMES,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,212.87,16346.92
2024,8,CLAÚDIA GOMES,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,7000.0,9346.92
2024,8,CONSUL DO POVO ( ERIVALDO XAVIER),Vale Combustível,PRIME LTDA,05.340.639/0001-30,5192.0,22385.08
2024,8,CONSUL DO POVO ( ERIVALDO XAVIER),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,17665.08
2024,8,CONSUL DO POVO ( ERIVALDO XAVIER),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,300.0,17365.08
2024,8,CONSUL DO POVO ( ERIVALDO XAVIER),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,270.0,17095.08
2024,8,CONSUL DO POVO ( ERIVALDO XAVIER),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,9440.0,7655.08
2024,8,DANILO LOPES,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.06,24312.14
2024,8,DANILO LOPES,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,18892.14
2024,8,DANILO LOPES,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,16182.14
2024,8,DANILO LOPES,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,594.0,15588.14
2024,8,DANILO LOPES,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5500.0,10088.14
2024,8,DIDI MANGUEIRA ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,19268.13
2024,8,DIDI MANGUEIRA ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,13841.13
2024,8,DIDI MANGUEIRA ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11128.13
2024,8,DIDI MANGUEIRA ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11128.13
2024,8,DIDI MANGUEIRA ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,6510.0,4618.13
2024,8,DR VICENTE,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6700.0,25987.98
2024,8,DR VICENTE,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4550.0,21437.98
2024,8,DR VICENTE,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2200.0,19237.98
2024,8,DR VICENTE,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,900.0,18337.98
2024,8,DR VICENTE,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,7238.28,11099.7
2024,8,ELPIDIO NOGUEIRA,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7085.0,20053.13
2024,8,ELPIDIO NOGUEIRA,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,14626.13
2024,8,ELPIDIO NOGUEIRA,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11913.13
2024,8,ELPIDIO NOGUEIRA,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,1035.0,10878.13
2024,8,ELPIDIO NOGUEIRA,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,303.88,10574.25
2024,8,ELPIDIO NOGUEIRA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,4420.0,6154.25
2024,8,ELPIDIO NOGUEIRA,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5800.0,354.25
2024,8,EMANUEL ACRIZIO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7792.0,19526.76
2024,8,EMANUEL ACRIZIO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,14106.76
2024,8,EMANUEL ACRIZIO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,11396.76
2024,8,EMANUEL ACRIZIO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,360.0,11036.76
2024,8,EMANUEL ACRIZIO,Despesas com locação de veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5040.0,5996.76
2024,8,EMANUEL ACRIZIO,,NA,NA,0.0,5996.76
2024,8,ESTRELA BARROS,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7692.0,19509.02
2024,8,ESTRELA BARROS,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,4720.0,14789.02
2024,8,ESTRELA BARROS,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2300.0,12489.02
2024,8,ESTRELA BARROS,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,720.0,11769.02
2024,8,ESTRELA BARROS,Despesas com  Telefonia Móvel,CLARO S.A,40.432.544/0001-47,81.4,11687.62
2024,8,ESTRELA BARROS,Despesas com Telefonia Móvel,TIM S.A,02.421421/0001-11,62.9,11624.72
2024,8,ESTRELA BARROS,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,4812.0,6812.72
2024,8,ESTRELA BARROS,,NA,NA,0.0,6812.72
2024,8,EUDES BRINGEL,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6300.0,20891.2
2024,8,EUDES BRINGEL,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5320.0,15571.2
2024,8,EUDES BRINGEL,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,13211.2
2024,8,EUDES BRINGEL,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,720.0,12491.2
2024,8,EUDES BRINGEL,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,5900.0,6591.2
2024,8,EUDES BRINGEL,,NA,NA,0.0,6591.2
2024,8,GABRIEL AGUIAR,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6200.0,22827.26
2024,8,GABRIEL AGUIAR,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5400.0,17427.26
2024,8,GABRIEL AGUIAR,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2100.0,15327.26
2024,8,GABRIEL AGUIAR,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,2655.0,12672.26
2024,8,GABRIEL AGUIAR,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,5670.0,7002.26
2024,8,GABRIEL AGUIAR,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,650.0,6352.26
2024,8,GARDEL ROLIM,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7500.0,22175.59
2024,8,GARDEL ROLIM,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5300.0,16875.59
2024,8,GARDEL ROLIM,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,600.0,16275.59
2024,8,GARDEL ROLIM,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,225.0,16050.59
2024,8,GARDEL ROLIM,Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001/62,113.96,15936.63
2024,8,GARDEL ROLIM,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,6510.0,9426.63
2024,8,GARDEL ROLIM,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,06.621.791/0001-53,4345.0,5081.63
2024,8,GERMANO HEMAN,Vale Combustível,PRIME LTDA,05.340.639/0001-30,6192.0,22282.12
2024,8,GERMANO HEMAN,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,16855.12
2024,8,GERMANO HEMAN,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2360.0,14495.12
2024,8,GERMANO HEMAN,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,14495.12
2024,8,GERMANO HEMAN,Despesas com Telefonia Móvel,CLARO S.A,40.432.544/0001/47,81.4,14413.72
2024,8,GERMANO HEMAN,Despesas com Telefonia Móvel,TIM S.A,02.421.421/0001-11,894.35,13519.37
2024,8,GERMANO HEMAN,Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,10850.0,2669.37
2024,8,HEITOR HOLANDA  ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7844.0,19298.75
2024,8,HEITOR HOLANDA  ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5420.0,13878.75
2024,8,HEITOR HOLANDA  ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2710.0,11168.75
2024,8,HEITOR HOLANDA  ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11168.75
2024,8,HEITOR HOLANDA  ( SUPLENTE ),Despesas com Telefonia Móvel,CLARO S.A,40.432.544/0001/47,81.4,11087.35
2024,8,HEITOR HOLANDA  ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5900.0,5187.35
2024,8,INSPETOR ALBERTO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,19268.13
2024,8,INSPETOR ALBERTO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,13841.13
2024,8,INSPETOR ALBERTO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,11128.13
2024,8,INSPETOR ALBERTO,Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,0.0,11128.13
2024,8,INSPETOR ALBERTO,Desp.com Comunicação e Divulg. de Mandato,PRM Comunic.Gestão Emp. ltda,37.842.306/0001-03,6500.0,4628.13
2024,8,INSPETOR ALBERTO,,NA,NA,0.0,4628.13
2024,8,INSPETOR ALBERTO,.,NA,NA,0.0,0.0
2024,8,IRAGUASSÚ FILHO ( SUPLENTE ),Vale Combustível,PRIME LTDA,05.340.639/0001-30,7870.0,19455.77
2024,8,IRAGUASSÚ FILHO ( SUPLENTE ),Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5426.8,14028.97
2024,8,IRAGUASSÚ FILHO ( SUPLENTE ),Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.8,11315.17
2024,8,IRAGUASSÚ FILHO ( SUPLENTE ),Passcard´s Eletrônicos,SINDIÔNIBUS,07.341.423/0001-14,639.0,10676.17
2024,8,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Telefonia Móvel,TELEFÔNICA BRASIL S.A,02.558.157/0001-62,37.99,10638.18
2024,8,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Telefonia Móvel,TIM S.A,02.421.421/0001-11,62.9,10575.28
2024,8,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,5100.0,5475.28
2024,8,IRAGUASSÚ FILHO ( SUPLENTE ),Despesas com Locação de Veículo,CASABLANCA RENT A CAR,03.977.401/0001-94,2040.0,3435.28
2024,8,JORGE PINHEIRO,Vale Combustível,PRIME LTDA,05.340.639/0001-30,5100.0,34012.66
2024,8,JORGE PINHEIRO,Vale Alimentação,SODEXO PASS DO BRASIL,69.034.668/0001-56,5427.0,28585.66
2024,8,JORGE PINHEIRO,Vale Restaurante,SODEXO PASS DO BRASIL,69.034.668/0001-56,2713.0,25872.66
